userName,score,content,at,thumbsUpCount,source,truthLabel,score_based,rule_based,final_label,final_label_3class,vader_prediction,afinn_score,afinn_prediction
Lion Soldier,3,title great app but impossible to pay in ghana i really want to use this app more and give it 5 star but i am forced to give it 3 star because of the payment method in ghana most of u do not have bank account or international card we use mtn mobile money momo for everything there are million of u ready to buy but we are stuck at the checkout if you add mtn momo your app will be the 1 choice in ghana please help u shop by adding local mobile money option,2026-03-08 19:03:02,0,labeled_reviews_raw,Negative,Neutral,Neutral,Neutral,Neutral,Positive,3,Positive
Russell Perkins,1,disgusting treatment false advertising a pair of product that were sold but never recieved claiming it wa only one of the item when ive got evidence from advert and order receipt delayed delayed delayed now im still fighting for a refund 2 month down the line never been treated like this by a company and their seller watch out for navrider seller total scam ali express are enabling many like them and withholding my refund after admission of negligence,2026-03-10 10:50:39,1,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-8,Negative
Jaco van As,1,i wa hesitant from the start and should have trusted my gut aliexpress is a scam you wait for ever to get your product and then they robbed you by not giving it the way you ordered when you complain they put it on you to provide solid proof the you do that and they say it still not enough proof i just lost money what a scam will be reporting this to play store a well,2026-03-11 08:42:40,1,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-7,Negative
CATCH22,3,seller are polite and helpful but some use chat bot that when an item is not sent you cant get a satisfactory answer,2026-03-11 13:23:47,1,labeled_reviews_raw,Negative,Neutral,Negative,Negative,Negative,Negative,2,Positive
Sonia Ikie,1,awful scammer my transaction history is lost after paying for good,2026-03-10 19:19:07,1,labeled_reviews_raw,Very Negative,Negative,Positive,Very Negative,Negative,Negative,-3,Negative
Alex,1,i can not buy from their shop it doesnt allow me to use my real name their customer service even email is ai and go in circle if they dont want me to buy fine thats on them,2026-03-11 07:43:39,1,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Neutral,0,Neutral
Dokiware,1,the shipping fee are way too ridiculous,2026-03-09 14:26:16,0,labeled_reviews_raw,Negative,Negative,Neutral,Negative,Negative,Negative,-3,Negative
W. Simmons,5,so many cool gift,2026-03-09 08:25:34,0,labeled_reviews_raw,Positive,Positive,Neutral,Positive,Positive,Positive,3,Positive
e G,1,imma have to give this one star only because of it false advertisement on the pricing,2026-03-12 19:22:18,0,labeled_reviews_raw,Very Negative,Negative,Neutral,Very Negative,Negative,Neutral,0,Neutral
Zelda Hulley,1,funny how the discount is removed a soon a you need to pay,2026-03-12 14:39:26,0,labeled_reviews_raw,Negative,Negative,Neutral,Negative,Negative,Positive,3,Positive
Bridgette Schram,1,horrible business avoid at all cost i wa missing an item from my order and they refused a refund asked me to prove that i never received it use temu faster shipping reliable and excellent customer service,2026-03-11 16:39:01,1,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-5,Negative
Rob G,1,terrible customer service impossible to get your money back when a faulty product is shipped,2026-03-11 02:20:19,1,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-3,Negative
Victor Hugo,1,minha conta está dando problemas de segurança na hora de aplicar cupons porque só para aplicar cupons que dá erro de segurança duvido que se fosse uma compra ele iria dar o mesmo bloqueio,2026-03-08 15:49:28,0,labeled_reviews_raw,Negative,Negative,Neutral,Negative,Negative,Neutral,0,Neutral
Holly Benitez,5,i purchased a set of ear bud for99 and ive been so happy with them now im going to try to make another purchase for another great item,2026-03-10 02:35:23,0,labeled_reviews_raw,Positive,Positive,Positive,Positive,Positive,Positive,6,Positive
Victor S,3,after year of usage ive noticed something different with some purchase after buying something with high rating and later open the item you already bought you realize it from another store where that same item ha low rating obviously another store owned by the same person like you buy something with average rating of 49 star in one store and later see that it wa purchased from another store with a 41 rating,2026-03-09 05:11:23,8,labeled_reviews_raw,Neutral,Neutral,Neutral,Neutral,Neutral,Positive,4,Positive
Kevin Rankin,1,they have taken my money on 2 occasion and never delivered the item and did not provide a refund their customer service is the worst they send lengthy pasted message that have no relevance their response wa to go back to the same pathetic customer service that i wrote this about,2026-03-09 04:12:30,0,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Negative,-5,Negative
Yamileth Vides,1,muy mal experiencia con esta app no te permite hacer ningún retorno ni aunque el cliente tenga la razón yo ordene do vestido de quinceañera y me enviaron algo totalmente diferente a lo que ofrece yo le envie fotos y pruebas de lo que estaba diciendo y ni aun asi me dieron la autorización para devolver los vestido asi que me toco quedarme con ellos solo malgaste mi dinero en esta app mi calificación para alixpress e de cero,2026-03-08 04:36:45,0,labeled_reviews_raw,Very Negative,Negative,Neutral,Very Negative,Negative,Negative,0,Neutral
Dirty South 316,1,absolute jokedo not use this website absolute joke,2026-03-11 00:23:02,1,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Positive,2,Positive
Matt Schellhaas,5,i lalalaley try aliexpress before and thery are not freaking scammer trust me aliexpress it good,2026-03-10 23:33:59,0,labeled_reviews_raw,Negative,Positive,Neutral,Negative,Negative,Positive,2,Positive
Marisol Chico (TheAmazingDuck),1,alot of the seller sell extremely cheap item just so that you can purchase the item which boost their profile and sale on their page and make them look good in reality they dont have the item and will message you to cancel the order because the price wa accidentally marked incorrectly another seller told me they dont receive that item that much so they wouldnt know when it will get shipped and to cancel if i need it urgently one stop store and carino store are the scammer,2026-03-07 02:24:39,1,labeled_reviews_raw,Negative,Negative,Neutral,Negative,Negative,Negative,-1,Negative
Paris Tunc,1,there r seller send me a scam 2kg battery instead of 20kg and 160 they charged me after 2 week they make me still stuck to in limbo and i read all review and he is a well known con artist a many people had same l so this is a criminal minded company for not cancelling those fraud reveryday multiple time and they did nothing a i warned them to put bank into case to give a total black list for that brand and they didnt listen and i got email that they are paying me and they willpenalise,2026-03-12 04:45:50,0,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-3,Negative
Jamie Harris,1,when i unsubscribe from certain notification category i still receive notification for those category this practice is unlawful,2026-03-12 10:41:23,0,labeled_reviews_raw,Negative,Negative,Neutral,Negative,Negative,Positive,1,Positive
Stefan Flavius Chiper,5,cumpărați cu încredere produsele sunt de calitate înaltă și chiar sunt foarte bune indiferent de faptul că sunt produse în china nu am avut niciodată problema cu cumpărăturile ba chiar am prins niște oferte foarte avantajoase la produse de la branduri populare,2026-03-09 15:26:03,0,labeled_reviews_raw,Positive,Positive,Neutral,Positive,Positive,Neutral,0,Neutral
Mark KERR,5,easy to navigate,2026-03-07 03:48:09,0,labeled_reviews_raw,Positive,Positive,Neutral,Positive,Positive,Positive,1,Positive
Martin Gray,1,tried this and ordered a few thing through one of their offer the package arrived with yodel left on my doorstep for hour finally got home and opened it and half the item are missing and the customer support is unable to figure out i want a refund or the item replacing keep trying to blame courier edit went through the horrendous refund process where you have to raise a refund per item missing all got rejected a i have no proof from the courier and didnt video the opening crazy,2026-03-12 09:22:16,1,labeled_reviews_raw,Negative,Negative,Neutral,Negative,Negative,Negative,-9,Negative
Sara Oliver,5,easy shopping with fun innovative broad selection,2026-03-12 14:36:42,0,labeled_reviews_raw,Positive,Positive,Neutral,Positive,Positive,Positive,7,Positive
Trisna Di Japan,1,scam my order wa not sent maybe because it wa free,2026-03-08 23:13:33,0,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-1,Negative
Mike M,2,advertising one thing but sending another still waiting for their customer service to get back to me on my order,2026-03-10 16:17:36,1,labeled_reviews_raw,Negative,Negative,Neutral,Negative,Negative,Neutral,0,Neutral
porscha foster,1,talk about false advertisement only downloaded to prove that the ps5 they advertise on the ad wa for 1 i said yeah right downloaded and they are between 90016k plus between 4065 shipping fee im sure you can grab a ps5 for around 500 in shop with no shipping,2026-03-09 20:28:00,1,labeled_reviews_raw,Neutral,Negative,Neutral,Neutral,Neutral,Negative,1,Positive
Roeleen Bloemhof,2,i am not spanish all email come in spanish it is very annoying nothing happens following and doing what you said,2026-03-08 00:34:54,0,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Negative,-2,Negative
Asia Johnson,3,buy from these guy,2026-03-12 20:36:18,0,labeled_reviews_raw,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,0,Neutral
Kelly Baker,3,hi i am having problem with the app ive updated it and also uninstall it and reinstalled it but it wont let me have the free gjft that it say i have won a it keep saying it doesnt support me viewing local supermarket item please update your app to our latest version i have done please sort this out,2026-03-09 13:48:51,0,labeled_reviews_raw,Negative,Neutral,Negative,Negative,Negative,Positive,2,Positive
I love Fnaf,5,ι αм ηєω нєяє αη ѕσяяу ι υѕє тнιѕ ƒσηт ι αм 9 уєαяѕ σℓ αη ι ƒιη тнιѕ νєяу σηƒυѕιηg вυт ι ℓσνє ιт ιтѕ ƒυη ωнєяє уσυ gєт αρρѕ,2026-03-09 18:15:45,0,labeled_reviews_raw,Very Positive,Positive,Neutral,Very Positive,Positive,Neutral,0,Neutral
Craig Maybury,1,the app is crashing constantly now i cant acess the play and earm area at all,2026-03-11 02:53:35,0,labeled_reviews_raw,Negative,Negative,Neutral,Negative,Negative,Negative,0,Neutral
frank quru,1,repetitive and irrelevant response never address raised issue directly been 2 month since i placed a order they still keep telling me it in transit arrived i country 40 day ago see reply how stupid can they be still wanting me to repeat my issue again see their ridiculous response,2026-03-09 03:10:22,1,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-5,Negative
Xzaevory Gonzalez,3,,2026-03-10 06:16:52,1,labeled_reviews_raw,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,Neutral
Jasmine Morris,5,awesome,2026-03-08 01:32:57,0,labeled_reviews_raw,Very Positive,Positive,Neutral,Very Positive,Positive,Positive,4,Positive
Misty Vanhorn,5,fast delivery good price on most the item product look good,2026-03-10 07:58:37,0,labeled_reviews_raw,Positive,Positive,Positive,Positive,Positive,Positive,6,Positive
Bennett Woodsum,2,i am mad it said my total wa 2 dollar and i wa charged 10 i am mad,2026-03-08 02:37:57,0,labeled_reviews_raw,Neutral,Negative,Neutral,Neutral,Neutral,Negative,-9,Negative
Johan Spruyt,1,i do not recommend aliexpress ordered item never received after tracking it appears the item wa never sent no item and no refund they say item is in local custom yet when contacting custom they find nothing under the supplied tracking number shop on own risk,2026-03-10 06:37:24,1,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Neutral,-4,Negative
Arminas Matulevicius,5,i couldnt say anything bad is like amazon but cheaper a lot cheaper and u get prize,2026-03-12 08:39:04,0,labeled_reviews_raw,Positive,Positive,Negative,Positive,Positive,Positive,-1,Negative
Michael Ward,1,ive tried contacting aliexpress on numerous occasion with no replyi ordered an item in january and order still not arrived checked tracker saying shipment cancelled but have no explanation into when it will arrive lost patience with themwhy cant i have some communication,2026-03-12 18:54:50,0,labeled_reviews_raw,Neutral,Negative,Negative,Negative,Negative,Negative,-4,Negative
Senzo blessing Cele,5,yes i will pay,2026-03-12 06:20:22,0,labeled_reviews_raw,Neutral,Positive,Neutral,Neutral,Neutral,Positive,0,Neutral
Luna,1,had a item missing from order and having trouble getting my money back,2026-03-09 16:33:13,1,labeled_reviews_raw,Negative,Negative,Neutral,Negative,Negative,Negative,-4,Negative
Eyo Peter,3,if you are ordering from nigeria just know that it a one way trip if item is damaged you wont be able to return it ive lost serious money because of this almost 100k after one of the seller sent me a amoled display that doesnt work the platform doesnt have a realistic return logistics for nigeria like temu so if you can take the risk then go ahead,2026-03-12 01:16:13,1,labeled_reviews_raw,Negative,Neutral,Neutral,Neutral,Neutral,Negative,-3,Negative
Great Mogbey,4,it agood app for buy old thing buy ha high shipping fee,2026-03-07 09:20:04,0,labeled_reviews_raw,Negative,Positive,Neutral,Negative,Negative,Positive,2,Positive
Evarest Natse,1,ali express are the worst ive been following up on a refund for 4 month and till today i have never gotten my money back the app is full of scammer who just want your money dont buy anything from ali express again,2026-03-10 12:19:25,1,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-2,Negative
Shermonia Dobbs,5,wait on my package and they do offer discount and play game to add to your order,2026-03-09 04:43:07,0,labeled_reviews_raw,Neutral,Positive,Neutral,Neutral,Neutral,Positive,0,Neutral
Marcie Graham,1,never got my stuff they lied about the mailing source dont trust them i lost out on my money too temu is better,2026-03-11 21:53:27,0,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-4,Negative
Sal,5,thank you,2026-03-09 13:29:35,0,labeled_reviews_raw,Positive,Positive,Neutral,Positive,Positive,Positive,2,Positive
Gorebox gaming yt,5,very very cheap and almost all item have free shipping tho shipping time could be faster,2026-03-08 05:43:35,0,labeled_reviews_raw,Very Negative,Positive,Neutral,Very Negative,Negative,Positive,1,Positive
ПСИХОПАТИНА,1,lie at every turn,2026-03-12 01:37:03,0,labeled_reviews_raw,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,0,Neutral
Sissie Payne,1,bad customer service,2026-03-09 16:56:06,1,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Negative,-3,Negative
Mark -,1,i cant upload video to the app when requesting a refund,2026-03-09 21:28:32,1,labeled_reviews_raw,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,0,Neutral
rrockstaarr,1,terrible app havnt received my order and it been well over a month no refund they keep replying that someone will get back to me within 2448 hour so i message every three day and still the same response do not buy from here,2026-03-12 10:18:33,1,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-3,Negative
SHaina Callaway,5,i can biy plow for 67 since,2026-03-09 03:42:08,0,labeled_reviews_raw,Neutral,Positive,Neutral,Neutral,Neutral,Neutral,0,Neutral
Angela Stern,1,garbage no comment,2026-03-10 06:11:01,1,labeled_reviews_raw,Very Negative,Negative,Neutral,Very Negative,Negative,Negative,0,Neutral
trish Pyles,1,did not load,2026-03-09 23:21:46,1,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Neutral,0,Neutral
Samarth Sandeep,1,this is by far the worst app i have bought 3 product from it and non of them have came and when i contact the shipping company they instantly hang up highly whould not recommend most of the 5 star review are probobly bot and this is one of the worst apps do not install or use and the same happend to my friend,2026-03-12 22:14:26,0,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-8,Negative
Hassan Jones,1,they did not deliver my package when i asked for a refund or for a replacement i wa ignored and never received anything back regarding the situation,2026-03-10 23:58:35,1,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Negative,-2,Negative
Mr Smith,1,ha stopped accepting my debitcredit card,2026-03-12 00:05:51,0,labeled_reviews_raw,Negative,Negative,Neutral,Negative,Negative,Positive,2,Positive
Nwaneri Chrisbless,1,it just the delivery tracking process for me especially electronics or gadget coming from china very terrible at time even the tracking update stop updating you their customer service know nothing youll be in the dark for week with no information about your order whereabouts or condition yeah i understand delivery time varies buh at least just fv ck ing keep me updated sometimes i do feel like uninstalling the app and then stick to temu,2026-03-07 13:45:51,0,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-1,Negative
CLEAVER SAMAKAYI,2,improve african service not a good app to use if you are ordering from africa also stop sending ad in my email,2026-03-07 06:58:50,1,labeled_reviews_raw,Negative,Negative,Neutral,Negative,Negative,Negative,-2,Negative
Atif Ahmed,5,good,2026-03-10 17:21:46,0,labeled_reviews_raw,Positive,Positive,Positive,Positive,Positive,Positive,3,Positive
De P,1,i consistently got a pop up saying there wa an error and my order could not be completed contacting customer service did not help a i just kept getting sent in circle,2026-03-08 06:01:26,1,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Negative,-4,Negative
Zachary Hernandez,1,signed up for an account and instantly got my account locked before i could even make my first purchase when i appealed they still didnt tell me why my account wa locked waste of my time,2026-03-12 05:26:23,0,labeled_reviews_raw,Very Negative,Negative,Neutral,Very Negative,Negative,Negative,-1,Negative
Delawno Allen,5,personally this app ha been very reliable i really like the selection of item they are affordable and exceeded my expectation on my first order overall it is a wonderful app,2026-03-07 08:17:18,0,labeled_reviews_raw,Positive,Positive,Neutral,Positive,Positive,Positive,8,Positive
J,5,it s really good app and all the product come in good shape and it ha affordable price,2026-03-11 12:05:12,0,labeled_reviews_raw,Positive,Positive,Positive,Positive,Positive,Positive,8,Positive
Jagger Norden,2,price are good but i hate that choice thing almost everything is a choice i want to buy one thing not three please remove this aliexpress,2026-03-12 13:02:02,1,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Negative,0,Neutral
Diane,1,mostly everything that i bought from them wa cheap flimsy junk especially the clothing i wa new on this site and i bought a lot of stuff i wish i hadnt i could have found nicer stuff thrown away in a dumpster several item i never even received when complained i wa ignored no customer service phone number i tried to cancel a couple order immediately after i ordered them it wa sent anyway and i wa charged for it despite all of the effort that i put in with customer service,2026-03-09 03:00:26,0,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-7,Negative
S LMK,1,really sick of the constant pop ups and ad just let me purchase in peace ffs unable to turn off constant promotional message from store which flood your message center until it impossible to find important message the user experience could not possibly be more frustrating i do not want to play a stupid mobile game for coin absolute masterclass in userhostile hateful design,2026-03-10 05:43:29,3,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-3,Negative
Thomas Arthur,5,amazed,2026-03-12 07:25:11,0,labeled_reviews_raw,Very Positive,Positive,Neutral,Very Positive,Positive,Positive,2,Positive
Honor Ao,1,the item i ordered never arrived i also reorder still nothing waste of moneyon this apk,2026-03-12 18:57:06,0,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Positive,1,Positive
GalaxyA05s,5,5stars,2026-03-07 05:08:31,0,labeled_reviews_raw,Neutral,Positive,Neutral,Neutral,Neutral,Neutral,0,Neutral
Fractal Codex,1,no way to view a complete order only individual item is this a joke,2026-03-08 08:14:27,0,labeled_reviews_raw,Very Negative,Negative,Neutral,Very Negative,Negative,Positive,2,Positive
Lebohang Pasane,1,worst experience ever they were so nice before i bought but after i bought they became cold and negligent they lied and said my order is in my country but it never arrived if thats how they go about scamming people judgement is surely to befall them i forgive you no string attached i just feel sorry for you,2026-03-12 20:04:32,0,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-2,Negative
Cynthia Swartout,1,it just not for me i unsubscribed and i still get email from them i am not interested in this company and dont know why i still get email from them when i unsubscribed i wish they would stop sending me email please and thank you,2026-03-12 09:46:43,0,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Positive,1,Positive
kourtly dentley,1,dont order wates of time never came then win i order again price went up,2026-03-09 15:51:48,1,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Negative,-4,Negative
Toni Dawn Moore,4,never shopped there yet,2026-03-12 21:24:39,0,labeled_reviews_raw,Very Negative,Positive,Negative,Very Negative,Negative,Neutral,0,Neutral
Gary Shaw,3,it ok to play game and shop really not for me,2026-03-12 08:08:25,0,labeled_reviews_raw,Positive,Neutral,Negative,Positive,Positive,Positive,0,Neutral
Travis Campbell,2,good,2026-03-09 02:27:46,0,labeled_reviews_raw,Positive,Negative,Positive,Positive,Positive,Positive,3,Positive
sathish malamkunnu,1,what is this what a price for the good temu is better than aliexpress,2026-03-08 21:31:38,1,labeled_reviews_raw,Neutral,Negative,Positive,Neutral,Neutral,Positive,5,Positive
Angie,1,their price are not honest if you add to cart and select the shipping their price will become higher be careful this is dishonest marketing they tell you one cheap price then upcharge once you are about to purchase the item,2026-03-09 23:47:09,1,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Negative,-2,Negative
Abba abdullahi,5,gud app,2026-03-08 22:25:24,0,labeled_reviews_raw,Positive,Positive,Neutral,Positive,Positive,Neutral,0,Neutral
Dash Mxt,1,if youre in need of the product very quickly you may get a heart attack coz they take forever and you may even forget and think it a scam,2026-03-12 19:19:55,0,labeled_reviews_raw,Negative,Negative,Neutral,Negative,Negative,Negative,-4,Negative
Sara J,1,no where to register for an account,2026-03-11 11:22:59,0,labeled_reviews_raw,Negative,Negative,Neutral,Negative,Negative,Negative,0,Neutral
--,1,im not registered with a google email address why are you are forcing me to do it you useless npc i cant sign in anymore cant write my email address because aliexpress is reading my google play email you are violating gdpr,2026-03-09 22:52:26,1,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-4,Negative
Rick Hess,5,so far everything i have ordered ha been fine and i will order more thing a the need them,2026-03-08 19:14:09,0,labeled_reviews_raw,Positive,Positive,Neutral,Positive,Positive,Positive,4,Positive
Hazator,1,there no new suggestionsif u ever search or click on one product itll haunt u forever in the recommendation and everything related to it would be throwed at u even if u uninterest them,2026-03-08 04:26:35,1,labeled_reviews_raw,Neutral,Negative,Neutral,Neutral,Neutral,Negative,-1,Negative
Kayanat Anika,1,honestly i think there is a problem cuz i cant download it,2026-03-12 23:21:40,0,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Positive,-2,Negative
Akun John,4,thumb upis there a way to turn on dark theme mode in the app,2026-03-07 02:14:24,0,labeled_reviews_raw,Neutral,Positive,Neutral,Neutral,Neutral,Neutral,0,Neutral
Herby Osbourne,1,horrible customer service locked my account and wont give a reason or help to get it back,2026-03-08 13:09:19,0,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-1,Negative
Ethel Reid,1,it not letting me pick what i want,2026-03-11 04:43:07,0,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Positive,1,Positive
adamebrahiem 6,1,that is terrible it keep saying your account is freezing and your account ha risk registration,2026-03-09 15:16:40,0,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Negative,-3,Negative
Benjamin Brewer,4,i like this app very good,2026-03-11 08:53:13,0,labeled_reviews_raw,Positive,Positive,Positive,Positive,Positive,Positive,5,Positive
Ruth Mawson,1,my account is locked ive never used aliexpress download this again same thing youre account is locked tried to sign in wouldnt have email phone number first of all no uk code suddenly im on the aliexpress site go to look at something please sign in with your phone number please enter a valid phone number i enter it again this time with the uk code in front please enter a valid phone number never again uninstalling,2026-03-12 00:58:13,2,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Positive,3,Positive
a7med_fix,1,the take my item for returned then refund but unfortunately first they take item then refuse to refund they cheating unfortunately very bad customer service and my money 1050 usd dollar gone i will not give them all my life,2026-03-08 05:00:26,0,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-5,Negative
John Ogba,1,very bad experience i bought a fake and damaged glass no compensation i just wasted my 3299 for nothing i did not use the video camera glass twice it stopped charging and all of a sudden the glass pulled out from the lens i am so disappointed that your customer service said they can not do anything that mean i should dispose the glass and lose my money i will continue to give you bad feedback if nothing is done,2026-03-12 09:40:26,0,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-14,Negative
