userName,score,content,at,thumbsUpCount,source,app
Martin Gray,1,tried this and ordered a few thing through one of their offer the package arrived with yodel left on my doorstep for hour finally got home and opened it and half the item are missing and the customer support is unable to figure out i want a refund or the item replacing keep trying to blame courier edit went through the horrendous refund process where you have to raise a refund per item missing all got rejected a i have no proof from the courier and didnt video the opening crazy,2026-03-12 09:22:16,1,ali-express_reviews,unknown
Hans Ko,1,site that dispose off factory defect at attractive price a well a advertised for one thing and shipped you another customer service for return refund are a nightmare a many here have already stated dont fall for this scam site,2026-03-12 09:12:24,1,ali-express_reviews,unknown
Arminas Matulevicius,5,i couldnt say anything bad is like amazon but cheaper a lot cheaper and u get prize,2026-03-12 08:39:04,0,ali-express_reviews,unknown
Gary Shaw,3,it ok to play game and shop really not for me,2026-03-12 08:08:25,0,ali-express_reviews,unknown
Thomas Arthur,5,amazed,2026-03-12 07:25:11,0,ali-express_reviews,unknown
See Ro,5,lapp è meravigliosa ma vogliamo di nuovo per i nuovi utenti lofferta del 099 oppure 3 articoli con 3 di disconto,2026-03-12 07:21:47,0,ali-express_reviews,unknown
Senzo blessing Cele,5,yes i will pay,2026-03-12 06:20:22,0,ali-express_reviews,unknown
Zachary Hernandez,1,signed up for an account and instantly got my account locked before i could even make my first purchase when i appealed they still didnt tell me why my account wa locked waste of my time,2026-03-12 05:26:23,0,ali-express_reviews,unknown
Paris Tunc,1,crime gang,2026-03-12 04:52:53,0,ali-express_reviews,unknown
Paris Tunc,1,there r seller send me a scam 2kg battery instead of 20kg and 160 they charged me after 2 week they make me still stuck to in limbo and i read all review and he is a well known con artist a many people had same l so this is a criminal minded company for not cancelling those fraud reveryday multiple time and they did nothing a i warned them to put bank into case to give a total black list for that brand and they didnt listen and i got email that they are paying me and they willpenalise,2026-03-12 04:45:50,0,ali-express_reviews,unknown
Emily Coleman,5,everything is so cheap and easy to order and receive it on time and it always good product,2026-03-12 01:45:45,0,ali-express_reviews,unknown
Ankur Jain,1,in simple word pathetic experience with aliexpress all the best whoever using their portal,2026-03-12 01:40:07,0,ali-express_reviews,unknown
ПСИХОПАТИНА,1,lie at every turn,2026-03-12 01:37:03,0,ali-express_reviews,unknown
Eyo Peter,3,if you are ordering from nigeria just know that it a one way trip if item is damaged you wont be able to return it ive lost serious money because of this almost 100k after one of the seller sent me a amoled display that doesnt work the platform doesnt have a realistic return logistics for nigeria like temu so if you can take the risk then go ahead,2026-03-12 01:16:13,1,ali-express_reviews,unknown
Leashanta Chism,1,i wish i could give it a minus i had a package stolen even have a police report and couldnt get a refund,2026-03-12 01:02:10,0,ali-express_reviews,unknown
Ruth Mawson,1,my account is locked ive never used aliexpress download this again same thing youre account is locked tried to sign in wouldnt have email phone number first of all no uk code suddenly im on the aliexpress site go to look at something please sign in with your phone number please enter a valid phone number i enter it again this time with the uk code in front please enter a valid phone number never again uninstalling,2026-03-12 00:58:13,2,ali-express_reviews,unknown
Scott Conder,1,seller photo and description are misleading price have gotten too high seller have raised price by 500 on most item not worth it the search algorithm is garbage aliexpress need to govern the seller action better i waste too much time looking for what i want i get frustrated and go to ebay instead,2026-03-12 00:27:03,4,ali-express_reviews,unknown
Mr Smith,1,ha stopped accepting my debitcredit card,2026-03-12 00:05:51,0,ali-express_reviews,unknown
Faith McLean,5,i love aliexpress theyre so much better than another online place where you can buy stuff you can buy something for 2 off of here you dont have to spend 20 like you do on the other website so far i have not been disappointed on anything i bought from them and i have bought a lot of stuff and just a month and a half ive bought over 100 item if not more,2026-03-11 23:58:23,0,ali-express_reviews,unknown
Christopher Atkin,5,i thought this wa going to be like wish or temu where they make these wild claim of free stuff or discount under a buck the weirdest thing happened though they were telling the truth now they arent making extravagant claim like the others but the one they are making they honor them i have my whole family ordering from them long shipping time are the only downside not even enough to knock a star off because they tell you in advance how long it will take,2026-03-11 23:56:47,0,ali-express_reviews,unknown
Lio B10,1,3 package never received arrived to wrong city no one answered 4 mail sent back no refund now aliexpress take no responsibility never again order with them,2026-03-11 21:57:21,0,ali-express_reviews,unknown
Adina L,5,there are many item to see from different vendor be sure to read product review and use common sense you can find great item and if thing do not work out like expected the customer service is there to help and is amazing,2026-03-11 21:55:53,1,ali-express_reviews,unknown
Marcie Graham,1,never got my stuff they lied about the mailing source dont trust them i lost out on my money too temu is better,2026-03-11 21:53:27,0,ali-express_reviews,unknown
Dontae Hufflin,5,awesome service never have had a single issue they send what is advertised every single time and you cant beat their price or their product temu wish have nothing on aliexpress,2026-03-11 21:14:59,0,ali-express_reviews,unknown
Jo Carbonell,1,i orrderd window tint and that wa two week ago still nothing guess the delivery person wanted the package more or they just decided not to fill the order and keep the moneywhy you think thing are cheap on advertisingthey keep your money,2026-03-11 17:23:22,0,ali-express_reviews,unknown
Ammar M.Ahmad,5,very nice app,2026-03-11 16:56:04,0,ali-express_reviews,unknown
Bridgette Schram,1,horrible business avoid at all cost i wa missing an item from my order and they refused a refund asked me to prove that i never received it use temu faster shipping reliable and excellent customer service,2026-03-11 16:39:01,1,ali-express_reviews,unknown
Nicole Trammell,5,fun,2026-03-11 15:29:00,0,ali-express_reviews,unknown
tjan putri,1,honestly i havent experience the app because i couldnt use it i live in indonesia and i downloaded this shopping app because i saw cute bag in this app but when i oppened it you need to choose the country or region where you live right so i searched for my country indonesia but i only saw my neighbouring country malaysia so i couldnt experience the full shopping experience i hope you could add indonesia to you app please,2026-03-11 15:12:44,1,ali-express_reviews,unknown
Matas Matas,5,this is the good app im not going to lie i found garbage item that could explode easily,2026-03-11 13:54:08,0,ali-express_reviews,unknown
D Bier,1,absolute garbage i dint suggest this app a when you make a purchase over 50 and it stolen you lose your money time and sanity there is no customer service and there even less in these low quality item i tried to get a refund for stolen package 5 time they said prove it how doe one do that how can i prove that i shook a person hand i just met app is stupid and pointless go to temu,2026-03-11 13:52:46,0,ali-express_reviews,unknown
CATCH22,3,seller are polite and helpful but some use chat bot that when an item is not sent you cant get a satisfactory answer,2026-03-11 13:23:47,1,ali-express_reviews,unknown
J,5,it s really good app and all the product come in good shape and it ha affordable price,2026-03-11 12:05:12,0,ali-express_reviews,unknown
Sara J,1,no where to register for an account,2026-03-11 11:22:59,0,ali-express_reviews,unknown
Coems,1,ordered a charger waited for 10 day when it arrived at my county the order wa unsucesfull,2026-03-11 08:54:13,1,ali-express_reviews,unknown
Benjamin Brewer,4,i like this app very good,2026-03-11 08:53:13,0,ali-express_reviews,unknown
Jaco van As,1,i wa hesitant from the start and should have trusted my gut aliexpress is a scam you wait for ever to get your product and then they robbed you by not giving it the way you ordered when you complain they put it on you to provide solid proof the you do that and they say it still not enough proof i just lost money what a scam will be reporting this to play store a well,2026-03-11 08:42:40,1,ali-express_reviews,unknown
philip paranthoiene,4,nb i never give 5 star for anything so 4 star is a maximum i had an issue with a delivery got to my country then disappearedali express were prompt and courteous to deal with it i wa eventually refunded the full amount i have now purchased the same item again,2026-03-11 08:06:57,0,ali-express_reviews,unknown
Alex,1,i can not buy from their shop it doesnt allow me to use my real name their customer service even email is ai and go in circle if they dont want me to buy fine thats on them,2026-03-11 07:43:39,1,ali-express_reviews,unknown
Alex likes dogs,1,very slowit show gross image no matter what you look upthings like infection or sexual image if an item say delivered and you didnt get it you dont get a refund the page refreshes every time i try to get one so i just cant also ha thing like swastika and l0li the customer service doesnt help and you have to take 50 picture of each item to return it even if you didnt get the item literally no way to get refund do not install,2026-03-11 06:46:07,12,ali-express_reviews,unknown
Ronnie,1,full of scammer constantly spamming email and push notification dog,2026-03-11 04:56:46,1,ali-express_reviews,unknown
Ethel Reid,1,it not letting me pick what i want,2026-03-11 04:43:07,0,ali-express_reviews,unknown
Kimberly Dumas,1,this sell your credit card number,2026-03-11 04:25:58,0,ali-express_reviews,unknown
Tammy Skifstad,5,useful,2026-03-11 03:40:25,0,ali-express_reviews,unknown
Craig Maybury,1,the app is crashing constantly now i cant acess the play and earm area at all,2026-03-11 02:53:35,0,ali-express_reviews,unknown
King Cardigan,4,terrible experience on a z fold all my other samsung device this app is cool but on the fold it well all i will say is that it confusing it so confusing i can not describe it except it look like there are two aliexpress apps running side by side and you dont know which one to use so annoying,2026-03-11 02:26:43,0,ali-express_reviews,unknown
Rob G,1,terrible customer service impossible to get your money back when a faulty product is shipped,2026-03-11 02:20:19,1,ali-express_reviews,unknown
Dirty South 316,1,absolute jokedo not use this website absolute joke,2026-03-11 00:23:02,1,ali-express_reviews,unknown
Hassan Jones,1,they did not deliver my package when i asked for a refund or for a replacement i wa ignored and never received anything back regarding the situation,2026-03-10 23:58:35,1,ali-express_reviews,unknown
Kevin Mcmahon,4,excellent,2026-03-10 23:47:10,0,ali-express_reviews,unknown
Matt Schellhaas,5,i lalalaley try aliexpress before and thery are not freaking scammer trust me aliexpress it good,2026-03-10 23:33:59,0,ali-express_reviews,unknown
Ti to,5,شكرا لجهودكم,2026-03-10 23:33:12,0,ali-express_reviews,unknown
Eric Laforge,1,i always get scammed they always find a way,2026-03-10 23:15:15,198,ali-express_reviews,unknown
Zack,1,signed up and it instantly started spamming me uninstalled,2026-03-10 21:40:26,1,ali-express_reviews,unknown
Promise Abumere,1,i wa scammed by aliexpress seller accept to do a partial refund for a defective item yet aliexpress refused to no refund and complete the lcd screen i purchase the fame doesnt fit pouch and doesnt touch well i followed all the instruction when fix it but it not the case i am complaining about the overheating and the frame side the heat sink on the frame is small unlike the original screen some part doe not touch i try another screen different from the screen i order it worked,2026-03-10 20:18:45,1,ali-express_reviews,unknown
Sonia Ikie,1,awful scammer my transaction history is lost after paying for good,2026-03-10 19:19:07,1,ali-express_reviews,unknown
Atif Ahmed,5,good,2026-03-10 17:21:46,0,ali-express_reviews,unknown
Mike M,2,advertising one thing but sending another still waiting for their customer service to get back to me on my order,2026-03-10 16:17:36,1,ali-express_reviews,unknown
Keno Ken,1,worst customer service in the world they keep repeating the same answer over and over again ignoring the customer completely they also allow so many counterfeit and fraudulent item like 2tb thumb drive for 5 they dont only refuse to take obvious scam down they seem to encourage them zero care for their user,2026-03-10 15:46:49,1,ali-express_reviews,unknown
Enrique El Sato de Hato Rey,2,i prefer the website the app is buggy and doesnt offer much,2026-03-10 13:31:02,1,ali-express_reviews,unknown
GTepanator,1,app kept sending me here one star for my trouble,2026-03-10 12:59:45,1,ali-express_reviews,unknown
Evarest Natse,1,ali express are the worst ive been following up on a refund for 4 month and till today i have never gotten my money back the app is full of scammer who just want your money dont buy anything from ali express again,2026-03-10 12:19:25,1,ali-express_reviews,unknown
Patryk,4,na stronie z punktami pokazują się losowe zniżki których nie da się uzyskać mocno utrudnia to zakupy edit okazało się że procentowa zniżka obok produktu uwzględnia też kupon zniżkowy a nie tylko punkty nadal uważam że nie powinno tak być bo jest ikona punktu obok zniżki,2026-03-10 12:11:14,0,ali-express_reviews,unknown
Phil,1,i am trying to get a simple refund for something that is clearly not going to be delivered and i ordered a long time ago instead of simply refunding my money which is less than 3 i am getting a big runaround by stupid little bot they will not refund my money or at least i think they wont by the time im finished with aliexpress theyre going to wish they had refunded it,2026-03-10 11:37:23,1,ali-express_reviews,unknown
Russell Perkins,1,disgusting treatment false advertising a pair of product that were sold but never recieved claiming it wa only one of the item when ive got evidence from advert and order receipt delayed delayed delayed now im still fighting for a refund 2 month down the line never been treated like this by a company and their seller watch out for navrider seller total scam ali express are enabling many like them and withholding my refund after admission of negligence,2026-03-10 10:50:39,1,ali-express_reviews,unknown
Anthoz Duppiez,4,i love this app,2026-03-10 09:31:45,0,ali-express_reviews,unknown
Kyri J,1,a a long term loyal customer it is clear that seller and aliexpress work together against their customer when problem arisemisleading advert documented verbal abuse from seller when legitimately complaining aliexpress really doe not care to act even after appealswhen you order something your probability of success in return is very low if there is a problem shipping is often not coveredcontact support so we can help is an automated waste of time and endless loop,2026-03-10 09:12:56,1,ali-express_reviews,unknown
Misty Vanhorn,5,fast delivery good price on most the item product look good,2026-03-10 07:58:37,0,ali-express_reviews,unknown
Johan Spruyt,1,i do not recommend aliexpress ordered item never received after tracking it appears the item wa never sent no item and no refund they say item is in local custom yet when contacting custom they find nothing under the supplied tracking number shop on own risk,2026-03-10 06:37:24,1,ali-express_reviews,unknown
Xzaevory Gonzalez,3,,2026-03-10 06:16:52,1,ali-express_reviews,unknown
David GIlmore,5,excellent,2026-03-10 06:11:11,0,ali-express_reviews,unknown
Angela Stern,1,garbage no comment,2026-03-10 06:11:01,1,ali-express_reviews,unknown
S LMK,1,really sick of the constant pop ups and ad just let me purchase in peace ffs unable to turn off constant promotional message from store which flood your message center until it impossible to find important message the user experience could not possibly be more frustrating i do not want to play a stupid mobile game for coin absolute masterclass in userhostile hateful design,2026-03-10 05:43:29,3,ali-express_reviews,unknown
Tia Cummings,5,great app love it,2026-03-10 04:53:59,0,ali-express_reviews,unknown
Katelyn Selvaggio,2,i bought a pair of earbuds but the charger wa completely broken and they dont work i also bought other stuff and they arrived broken and unusable,2026-03-10 02:58:21,2,ali-express_reviews,unknown
Holly Benitez,5,i purchased a set of ear bud for99 and ive been so happy with them now im going to try to make another purchase for another great item,2026-03-10 02:35:23,0,ali-express_reviews,unknown
Kinsley,5,i love it,2026-03-10 01:40:24,0,ali-express_reviews,unknown
Meyola chudasama,1,i order stuff a a 1st time customer and never received them i tried to get a refund it wa also impossible a well i will never use this app to shop again,2026-03-10 01:16:48,1,ali-express_reviews,unknown
Michael M,1,horrible app and customer service,2026-03-10 01:08:04,1,ali-express_reviews,unknown
Gerri Cooper,1,ive had enough of purchasing thing and then having the item come totally different from what i purchased or not coming at all and then i get a refund without even let me know that it not coming im not shopping with them anymore the seller are crook false advertising and just straight up not a good platform to buy thing from i give it one star because there no less than one,2026-03-10 00:51:45,1,ali-express_reviews,unknown
Angie,1,their price are not honest if you add to cart and select the shipping their price will become higher be careful this is dishonest marketing they tell you one cheap price then upcharge once you are about to purchase the item,2026-03-09 23:47:09,1,ali-express_reviews,unknown
Benjamin Van Dermark,1,all 3 of the item from my welcome gift get 3 but only pay for 1 got canceled on me after being very late now i dont get thing i ordered and lost out on the welcome deal,2026-03-09 23:32:33,1,ali-express_reviews,unknown
trish Pyles,1,did not load,2026-03-09 23:21:46,1,ali-express_reviews,unknown
--,1,im not registered with a google email address why are you are forcing me to do it you useless npc i cant sign in anymore cant write my email address because aliexpress is reading my google play email you are violating gdpr,2026-03-09 22:52:26,1,ali-express_reviews,unknown
Mark -,1,i cant upload video to the app when requesting a refund,2026-03-09 21:28:32,1,ali-express_reviews,unknown
porscha foster,1,talk about false advertisement only downloaded to prove that the ps5 they advertise on the ad wa for 1 i said yeah right downloaded and they are between 90016k plus between 4065 shipping fee im sure you can grab a ps5 for around 500 in shop with no shipping,2026-03-09 20:28:00,1,ali-express_reviews,unknown
Emmanuel,2,i login and they keep logging me out and now theyve temporarily suspended all my account,2026-03-09 20:06:16,1,ali-express_reviews,unknown
Eric Malcomb,1,they have been a nightmare to deal with placed an order saw where it had been shipped and it wa in colorado i tried to track it again and it said i didnt have an order even though i confirmed it with paypal first email i got back said they found my order and i should be able to track it now i wasnt contact customer service again they tell me the order doesnt exist with my account to use a different one i have only ever had one account with them now they wont give me a refund,2026-03-09 18:29:16,1,ali-express_reviews,unknown
I love Fnaf,5,ι αм ηєω нєяє αη ѕσяяу ι υѕє тнιѕ ƒσηт ι αм 9 уєαяѕ σℓ αη ι ƒιη тнιѕ νєяу σηƒυѕιηg вυт ι ℓσνє ιт ιтѕ ƒυη ωнєяє уσυ gєт αρρѕ,2026-03-09 18:15:45,0,ali-express_reviews,unknown
Sissie Payne,1,bad customer service,2026-03-09 16:56:06,1,ali-express_reviews,unknown
Luna,1,had a item missing from order and having trouble getting my money back,2026-03-09 16:33:13,1,ali-express_reviews,unknown
kourtly dentley,1,dont order wates of time never came then win i order again price went up,2026-03-09 15:51:48,1,ali-express_reviews,unknown
A Mamun,1,full of fraud and scam seller messaging is never comfortable always mixed with promotional message,2026-03-09 15:39:22,1,ali-express_reviews,unknown
Stefan Flavius Chiper,5,cumpărați cu încredere produsele sunt de calitate înaltă și chiar sunt foarte bune indiferent de faptul că sunt produse în china nu am avut niciodată problema cu cumpărăturile ba chiar am prins niște oferte foarte avantajoase la produse de la branduri populare,2026-03-09 15:26:03,0,ali-express_reviews,unknown
adamebrahiem 6,1,that is terrible it keep saying your account is freezing and your account ha risk registration,2026-03-09 15:16:40,0,ali-express_reviews,unknown
Captain Traveler,1,the worst company ever see you at the court,2026-03-09 14:48:05,0,ali-express_reviews,unknown
Dokiware,1,the shipping fee are way too ridiculous,2026-03-09 14:26:16,0,ali-express_reviews,unknown
Kelly Baker,3,hi i am having problem with the app ive updated it and also uninstall it and reinstalled it but it wont let me have the free gjft that it say i have won a it keep saying it doesnt support me viewing local supermarket item please update your app to our latest version i have done please sort this out,2026-03-09 13:48:51,0,ali-express_reviews,unknown
Sal,5,thank you,2026-03-09 13:29:35,0,ali-express_reviews,unknown
Tracey Grimm,5,so far i always receive my delivery earlier then stated and never a problem,2026-03-09 12:34:17,0,ali-express_reviews,unknown
Chris Smith,1,uninstalled because 12 form of payment couldnt go through,2026-03-09 09:57:23,0,ali-express_reviews,unknown
Hard Catz,1,worst experiencei try to purchase on this appsthe transaction wa okeyi payed split through tabbythe big big problem is when they the deliverdi waiting almost a monthno chat from the courier no codethey just mark delivered and i dont received anythingi try to contack the sellerand ask for arefundthey refusethey said i show deliveredthe big question this i purchase it febuary 7i paid febuary 7but on their tracking numberi bought it january 28how come,2026-03-09 08:34:06,0,ali-express_reviews,unknown
Steven Brookshire,2,the item i purchased came a expected and a very great price but i did not get my two free item a a first time buyer which never came it wa deleted from the cart and that promise wa never fulfilled so i am very unsatisfied that wa the main reason why i even started it because i needed those item and i wa going to get the bag also because i liked it,2026-03-09 08:32:36,0,ali-express_reviews,unknown
W. Simmons,5,so many cool gift,2026-03-09 08:25:34,0,ali-express_reviews,unknown
Liam Schrape,1,buyer beware i bought a lego style brick building kit for my son it wa some time after purchase when he finally started working on it the quality wa very poor even with adult assistance the toy would fall apart with the slightest movement even when trying to add the next piece to the model aliexpress and the seller mi ya toyneither will take responsibility or make a goodwill refund or credit moral of the story check all purchase for quality quickly when you receive them,2026-03-09 07:04:42,0,ali-express_reviews,unknown
Eric Thomas,5,great app easy to use discount applied automatically with fast shipping and local store for even faster delivery,2026-03-09 05:17:33,0,ali-express_reviews,unknown
Victor S,3,after year of usage ive noticed something different with some purchase after buying something with high rating and later open the item you already bought you realize it from another store where that same item ha low rating obviously another store owned by the same person like you buy something with average rating of 49 star in one store and later see that it wa purchased from another store with a 41 rating,2026-03-09 05:11:23,8,ali-express_reviews,unknown
Shermonia Dobbs,5,wait on my package and they do offer discount and play game to add to your order,2026-03-09 04:43:07,0,ali-express_reviews,unknown
Kevin Rankin,1,they have taken my money on 2 occasion and never delivered the item and did not provide a refund their customer service is the worst they send lengthy pasted message that have no relevance their response wa to go back to the same pathetic customer service that i wrote this about,2026-03-09 04:12:30,0,ali-express_reviews,unknown
Davis Ron,5,good app,2026-03-09 03:54:02,0,ali-express_reviews,unknown
SHaina Callaway,5,i can biy plow for 67 since,2026-03-09 03:42:08,0,ali-express_reviews,unknown
frank quru,1,repetitive and irrelevant response never address raised issue directly been 2 month since i placed a order they still keep telling me it in transit arrived i country 40 day ago see reply how stupid can they be still wanting me to repeat my issue again see their ridiculous response,2026-03-09 03:10:22,1,ali-express_reviews,unknown
Diane,1,mostly everything that i bought from them wa cheap flimsy junk especially the clothing i wa new on this site and i bought a lot of stuff i wish i hadnt i could have found nicer stuff thrown away in a dumpster several item i never even received when complained i wa ignored no customer service phone number i tried to cancel a couple order immediately after i ordered them it wa sent anyway and i wa charged for it despite all of the effort that i put in with customer service,2026-03-09 03:00:26,0,ali-express_reviews,unknown
Travis Campbell,2,good,2026-03-09 02:27:46,0,ali-express_reviews,unknown
Trisna Di Japan,1,scam my order wa not sent maybe because it wa free,2026-03-08 23:13:33,0,ali-express_reviews,unknown
Abba abdullahi,5,gud app,2026-03-08 22:25:24,0,ali-express_reviews,unknown
sathish malamkunnu,1,what is this what a price for the good temu is better than aliexpress,2026-03-08 21:31:38,1,ali-express_reviews,unknown
Rick Hess,5,so far everything i have ordered ha been fine and i will order more thing a the need them,2026-03-08 19:14:09,0,ali-express_reviews,unknown
Bertha Mata,5,i love them i will continue to order from here update i havent purchased anything in a few year now because someone used my info and purchased 200 dollar worth of stuff so i uninstalled this app but i do miss ali,2026-03-08 19:08:19,0,ali-express_reviews,unknown
Lion Soldier,3,title great app but impossible to pay in ghana i really want to use this app more and give it 5 star but i am forced to give it 3 star because of the payment method in ghana most of u do not have bank account or international card we use mtn mobile money momo for everything there are million of u ready to buy but we are stuck at the checkout if you add mtn momo your app will be the 1 choice in ghana please help u shop by adding local mobile money option,2026-03-08 19:03:02,0,ali-express_reviews,unknown
Colin Crowley,1,shortest app and service they ask for photo of bank card and id which is illegal in au should be closed down,2026-03-08 16:37:29,1,ali-express_reviews,unknown
Victor Hugo,1,minha conta está dando problemas de segurança na hora de aplicar cupons porque só para aplicar cupons que dá erro de segurança duvido que se fosse uma compra ele iria dar o mesmo bloqueio,2026-03-08 15:49:28,0,ali-express_reviews,unknown
CRO stress,1,support is a total joke i suggest that you use any other app than this one edit i am trying to contact support on the 2 open case and getting same robotic answer for more than 20 time nobody read anything total joke avoid aliexpress,2026-03-08 14:39:18,0,ali-express_reviews,unknown
Marky B,1,dont expect refund avoid or be robbed customer service ai and just sends repetitive reply to any and all complaint avoid they sent a link that doesnt work a a reply too late deleted app all i can do is warn others not to install,2026-03-08 14:32:21,0,ali-express_reviews,unknown
Herby Osbourne,1,horrible customer service locked my account and wont give a reason or help to get it back,2026-03-08 13:09:19,0,ali-express_reviews,unknown
S Marie,1,twice i never received my item and wa never given a refund the courier never presented proof of delivery both time but said the item were delivered hit or miss good luck im out 70 buck wa told i needed to provide proof i never received the item but wheres the delivery proof picture scam artist edit i contacted aliexpress help center everyday for almost 3 week spent hour wasting my time so no ill just never buy anything ever again please dont waste your time and money people,2026-03-08 12:52:49,0,ali-express_reviews,unknown
Ben Hunt,1,they dont honor their fast ship program all you get is the run around spend the few extra dollar and get it from tic tok shop,2026-03-08 12:35:23,0,ali-express_reviews,unknown
roger whittle,4,positive overall sometimes confusing,2026-03-08 11:19:38,0,ali-express_reviews,unknown
Philip Brady,5,really positive with 95 of tbe vendor,2026-03-08 10:33:57,0,ali-express_reviews,unknown
Ben P,1,after using a number of time my last order came broken in transit packaging wa insufficient aliexpress made me jump through hoop after hoop and i had to film and photo an reasonable amount for the application then what they asked for wa unreasonable a long video and photo of the package before it wa opened time and date stamped which showed me opening it and finding the broken item they did not honour the their refund policy wont be using these scammer again avoid,2026-03-08 10:17:58,1,ali-express_reviews,unknown
